id,Date/time-south,Temperature[C]-south-glass,Humidity[%rH]-south-glass,Date/time-west,Temperature[C]-west-glass,Humidity[%rH]-west-glass,Date/time-east,Temperature[C]-east-glass,Humidity[%rH]-east-glass,Date/time-north,Temperature[C]-north-glass,Humidity[%rH]-north-glass
381,4/20/2024 7:14:00 AM,29.30,55.50,4/20/2024 7:27:00 AM,24.50,61.50,4/20/2024 7:25:00 AM,25.20,59.20,4/20/2024 7:03:00 AM,24.00,63.00
382,4/20/2024 8:14:00 AM,45.20,25.70,4/20/2024 8:27:00 AM,47.60,27.70,4/20/2024 8:25:00 AM,29.30,46.60,4/20/2024 8:03:00 AM,34.20,36.80
383,4/20/2024 9:14:00 AM,50.00,16.50,4/20/2024 9:27:00 AM,49.10,18.50,4/20/2024 9:25:00 AM,31.30,33.80,4/20/2024 9:03:00 AM,28.90,40.90
384,4/20/2024 10:14:00 AM,50.80,15.00,4/20/2024 10:27:00 AM,46.60,19.50,4/20/2024 10:25:00 AM,32.20,35.40,4/20/2024 10:03:00 AM,29.40,38.90
385,4/20/2024 11:14:00 AM,49.70,13.30,4/20/2024 11:27:00 AM,36.30,22.70,4/20/2024 11:25:00 AM,32.50,28.60,4/20/2024 11:03:00 AM,31.10,32.80
386,4/20/2024 12:14:00 PM,46.80,18.80,4/20/2024 12:27:00 PM,33.70,35.60,4/20/2024 12:25:00 PM,36.40,32.40,4/20/2024 12:03:00 PM,32.50,39.00
387,4/20/2024 1:14:00 PM,37.50,24.40,4/20/2024 1:27:00 PM,33.70,32.20,4/20/2024 1:25:00 PM,40.00,24.00,4/20/2024 1:03:00 PM,31.90,32.40
388,4/20/2024 2:14:00 PM,35.30,30.30,4/20/2024 2:27:00 PM,33.20,33.40,4/20/2024 2:25:00 PM,41.30,22.90,4/20/2024 2:03:00 PM,32.80,35.40
389,4/20/2024 3:14:00 PM,33.60,33.10,4/20/2024 3:27:00 PM,33.40,36.00,4/20/2024 3:25:00 PM,41.80,23.80,4/20/2024 3:03:00 PM,38.30,26.60
390,4/20/2024 4:14:00 PM,31.70,38.40,4/20/2024 4:27:00 PM,32.30,38.20,4/20/2024 4:25:00 PM,32.50,37.80,4/20/2024 4:03:00 PM,39.50,28.60
391,4/20/2024 5:14:00 PM,29.40,46.80,4/20/2024 5:27:00 PM,30.70,44.90,4/20/2024 5:25:00 PM,28.90,52.00,4/20/2024 5:03:00 PM,37.10,32.20
392,4/20/2024 6:14:00 PM,27.20,53.00,4/20/2024 6:27:00 PM,27.50,52.00,4/20/2024 6:25:00 PM,27.10,55.40,4/20/2024 6:03:00 PM,34.40,38.00
393,4/20/2024 7:14:00 PM,25.00,61.20,4/20/2024 7:27:00 PM,25.40,62.60,4/20/2024 7:25:00 PM,25.40,65.10,4/20/2024 7:03:00 PM,26.20,58.10
394,4/20/2024 8:14:00 PM,24.00,62.60,4/20/2024 8:27:00 PM,24.80,61.40,4/20/2024 8:25:00 PM,24.70,62.50,4/20/2024 8:03:00 PM,24.80,64.10
395,4/20/2024 9:14:00 PM,23.70,62.20,4/20/2024 9:27:00 PM,24.30,62.40,4/20/2024 9:25:00 PM,24.50,61.50,4/20/2024 9:03:00 PM,24.20,62.70
396,4/20/2024 10:14:00 PM,23.60,67.60,4/20/2024 10:27:00 PM,23.60,66.30,4/20/2024 10:25:00 PM,23.90,68.80,4/20/2024 10:03:00 PM,23.80,68.90
397,4/20/2024 11:14:00 PM,23.00,72.00,4/20/2024 11:27:00 PM,23.40,71.60,4/20/2024 11:25:00 PM,23.80,70.40,4/20/2024 11:03:00 PM,23.00,72.50
398,4/21/2024 12:14:00 AM,22.80,79.30,4/21/2024 12:27:00 AM,22.70,76.80,4/21/2024 12:25:00 AM,23.30,76.40,4/21/2024 12:03:00 AM,22.60,77.70
399,4/21/2024 1:14:00 AM,22.30,79.10,4/21/2024 1:27:00 AM,22.20,76.00,4/21/2024 1:25:00 AM,22.90,76.50,4/21/2024 1:03:00 AM,22.20,79.80
400,4/21/2024 2:14:00 AM,21.60,82.70,4/21/2024 2:27:00 AM,21.50,79.10,4/21/2024 2:25:00 AM,22.10,80.30,4/21/2024 2:03:00 AM,21.40,83.70
401,4/21/2024 3:14:00 AM,21.10,85.30,4/21/2024 3:27:00 AM,21.00,81.90,4/21/2024 3:25:00 AM,21.70,82.90,4/21/2024 3:03:00 AM,20.70,88.00
402,4/21/2024 4:14:00 AM,20.90,87.20,4/21/2024 4:27:00 AM,20.80,84.30,4/21/2024 4:25:00 AM,21.60,84.10,4/21/2024 4:03:00 AM,20.40,91.10
403,4/21/2024 5:14:00 AM,20.60,87.80,4/21/2024 5:27:00 AM,20.60,83.50,4/21/2024 5:25:00 AM,21.40,82.60,4/21/2024 5:03:00 AM,19.90,92.10
404,4/21/2024 6:14:00 AM,21.30,78.80,4/21/2024 6:27:00 AM,21.60,78.40,4/21/2024 6:25:00 AM,22.00,76.50,4/21/2024 6:03:00 AM,19.80,87.30
405,4/21/2024 7:14:00 AM,29.90,53.50,4/21/2024 7:27:00 AM,25.40,64.50,4/21/2024 7:25:00 AM,25.70,60.50,4/21/2024 7:03:00 AM,24.40,68.00
406,4/21/2024 8:14:00 AM,45.80,22.10,4/21/2024 8:27:00 AM,47.00,30.80,4/21/2024 8:25:00 AM,29.90,50.40,4/21/2024 8:03:00 AM,34.50,37.10
407,4/21/2024 9:14:00 AM,51.30,18.00,4/21/2024 9:27:00 AM,52.90,20.00,4/21/2024 9:25:00 AM,32.90,43.00,4/21/2024 9:03:00 AM,30.60,44.00
408,4/21/2024 10:14:00 AM,52.60,13.80,4/21/2024 10:27:00 AM,51.40,16.40,4/21/2024 10:25:00 AM,34.20,34.20,4/21/2024 10:03:00 AM,31.40,39.10
409,4/21/2024 11:14:00 AM,51.70,11.60,4/21/2024 11:27:00 AM,39.10,21.00,4/21/2024 11:25:00 AM,34.40,27.50,4/21/2024 11:03:00 AM,32.70,29.10
410,4/21/2024 12:14:00 PM,50.00,12.40,4/21/2024 12:27:00 PM,36.80,21.90,4/21/2024 12:25:00 PM,40.70,22.00,4/21/2024 12:03:00 PM,34.30,25.00
411,4/21/2024 1:14:00 PM,39.70,17.90,4/21/2024 1:27:00 PM,37.20,31.10,4/21/2024 1:25:00 PM,43.60,24.60,4/21/2024 1:03:00 PM,35.10,25.10
412,4/21/2024 2:14:00 PM,36.60,34.40,4/21/2024 2:27:00 PM,34.80,35.00,4/21/2024 2:25:00 PM,42.70,24.70,4/21/2024 2:03:00 PM,34.40,41.10
413,4/21/2024 3:14:00 PM,34.40,36.20,4/21/2024 3:27:00 PM,34.00,35.80,4/21/2024 3:25:00 PM,43.40,23.80,4/21/2024 3:03:00 PM,38.90,30.00
414,4/21/2024 4:14:00 PM,32.90,34.70,4/21/2024 4:27:00 PM,33.20,33.30,4/21/2024 4:25:00 PM,35.70,29.00,4/21/2024 4:03:00 PM,42.10,21.50
415,4/21/2024 5:14:00 PM,31.30,33.40,4/21/2024 5:27:00 PM,32.00,31.50,4/21/2024 5:25:00 PM,31.30,32.70,4/21/2024 5:03:00 PM,42.00,21.40
416,4/21/2024 6:14:00 PM,28.90,36.40,4/21/2024 6:27:00 PM,29.80,34.90,4/21/2024 6:25:00 PM,29.40,35.50,4/21/2024 6:03:00 PM,37.90,23.10
417,4/21/2024 7:14:00 PM,26.40,43.10,4/21/2024 7:27:00 PM,27.30,42.60,4/21/2024 7:25:00 PM,27.00,43.10,4/21/2024 7:03:00 PM,28.40,39.00
418,4/21/2024 8:14:00 PM,25.40,42.50,4/21/2024 8:27:00 PM,26.40,40.70,4/21/2024 8:25:00 PM,26.30,41.30,4/21/2024 8:03:00 PM,26.50,40.60
419,4/21/2024 9:14:00 PM,24.80,40.90,4/21/2024 9:27:00 PM,25.60,41.20,4/21/2024 9:25:00 PM,25.80,41.40,4/21/2024 9:03:00 PM,25.50,40.10
420,4/21/2024 10:14:00 PM,25.00,44.70,4/21/2024 10:27:00 PM,25.10,43.70,4/21/2024 10:25:00 PM,25.40,43.40,4/21/2024 10:03:00 PM,25.00,43.00
421,4/21/2024 11:14:00 PM,24.00,45.60,4/21/2024 11:27:00 PM,24.20,45.70,4/21/2024 11:25:00 PM,24.70,44.70,4/21/2024 11:03:00 PM,24.00,46.20
422,4/22/2024 12:14:00 AM,23.40,48.70,4/22/2024 12:27:00 AM,23.70,47.90,4/22/2024 12:25:00 AM,24.40,48.70,4/22/2024 12:03:00 AM,23.50,49.10
423,4/22/2024 1:14:00 AM,23.00,50.10,4/22/2024 1:27:00 AM,23.10,50.20,4/22/2024 1:25:00 AM,24.10,49.50,4/22/2024 1:03:00 AM,22.90,50.10
424,4/22/2024 2:14:00 AM,22.60,49.70,4/22/2024 2:27:00 AM,23.00,49.50,4/22/2024 2:25:00 AM,23.70,50.60,4/22/2024 2:03:00 AM,22.60,50.40
425,4/22/2024 3:14:00 AM,22.30,53.80,4/22/2024 3:27:00 AM,23.10,50.00,4/22/2024 3:25:00 AM,23.40,50.20,4/22/2024 3:03:00 AM,22.40,53.30
426,4/22/2024 4:14:00 AM,22.20,52.00,4/22/2024 4:27:00 AM,22.90,50.40,4/22/2024 4:25:00 AM,23.20,51.10,4/22/2024 4:03:00 AM,22.30,53.60
427,4/22/2024 5:14:00 AM,22.40,49.30,4/22/2024 5:27:00 AM,22.60,48.40,4/22/2024 5:25:00 AM,23.00,48.40,4/22/2024 5:03:00 AM,22.20,49.90
428,4/22/2024 6:14:00 AM,23.20,45.60,4/22/2024 6:27:00 AM,24.10,43.20,4/22/2024 6:25:00 AM,23.80,44.90,4/22/2024 6:03:00 AM,22.20,48.30
429,4/22/2024 7:14:00 AM,31.30,33.90,4/22/2024 7:27:00 AM,27.50,38.90,4/22/2024 7:25:00 AM,27.00,39.80,4/22/2024 7:03:00 AM,26.80,39.40
430,4/22/2024 8:14:00 AM,43.70,19.90,4/22/2024 8:27:00 AM,47.10,20.80,4/22/2024 8:25:00 AM,30.70,35.10,4/22/2024 8:03:00 AM,34.20,26.10
431,4/22/2024 9:14:00 AM,49.40,13.90,4/22/2024 9:27:00 AM,48.20,17.00,4/22/2024 9:25:00 AM,34.00,30.80,4/22/2024 9:03:00 AM,32.20,29.80
432,4/22/2024 10:14:00 AM,52.60,13.00,4/22/2024 10:27:00 AM,46.50,17.00,4/22/2024 10:25:00 AM,36.60,27.50,4/22/2024 10:03:00 AM,34.60,28.00
433,4/22/2024 11:14:00 AM,47.10,11.70,4/22/2024 11:27:00 AM,42.00,16.30,4/22/2024 11:25:00 AM,38.30,21.10,4/22/2024 11:03:00 AM,39.40,20.60
434,4/22/2024 12:14:00 PM,48.80,11.10,4/22/2024 12:27:00 PM,39.90,17.60,4/22/2024 12:25:00 PM,42.70,18.20,4/22/2024 12:03:00 PM,39.70,17.70
435,4/22/2024 1:14:00 PM,40.70,15.10,4/22/2024 1:27:00 PM,39.00,17.80,4/22/2024 1:25:00 PM,49.20,13.20,4/22/2024 1:03:00 PM,38.50,18.20
436,4/22/2024 2:14:00 PM,39.10,17.00,4/22/2024 2:27:00 PM,39.70,20.40,4/22/2024 2:25:00 PM,52.60,10.30,4/22/2024 2:03:00 PM,39.50,16.40
437,4/22/2024 3:14:00 PM,37.10,25.40,4/22/2024 3:27:00 PM,37.00,26.40,4/22/2024 3:25:00 PM,47.90,16.20,4/22/2024 3:03:00 PM,44.50,17.80
438,4/22/2024 4:14:00 PM,35.50,24.00,4/22/2024 4:27:00 PM,35.90,25.30,4/22/2024 4:25:00 PM,40.30,20.00,4/22/2024 4:03:00 PM,47.30,13.90
439,4/22/2024 5:14:00 PM,33.30,27.50,4/22/2024 5:27:00 PM,34.40,26.20,4/22/2024 5:25:00 PM,34.30,25.40,4/22/2024 5:03:00 PM,44.30,15.60
440,4/22/2024 6:14:00 PM,30.70,31.30,4/22/2024 6:27:00 PM,31.50,30.30,4/22/2024 6:25:00 PM,31.60,29.80,4/22/2024 6:03:00 PM,38.80,20.70
441,4/22/2024 7:14:00 PM,28.10,34.40,4/22/2024 7:27:00 PM,29.40,34.30,4/22/2024 7:25:00 PM,29.20,33.50,4/22/2024 7:03:00 PM,31.60,26.70
442,4/22/2024 8:14:00 PM,27.00,36.50,4/22/2024 8:27:00 PM,28.80,35.10,4/22/2024 8:25:00 PM,28.40,34.50,4/22/2024 8:03:00 PM,29.70,31.50
443,4/22/2024 9:14:00 PM,26.90,40.50,4/22/2024 9:27:00 PM,28.10,37.90,4/22/2024 9:25:00 PM,27.60,38.30,4/22/2024 9:03:00 PM,28.90,36.70
444,4/22/2024 10:14:00 PM,26.20,38.10,4/22/2024 10:27:00 PM,27.60,34.90,4/22/2024 10:25:00 PM,27.10,36.90,4/22/2024 10:03:00 PM,28.10,34.40
445,4/22/2024 11:14:00 PM,26.30,39.90,4/22/2024 11:27:00 PM,27.00,37.70,4/22/2024 11:25:00 PM,26.80,38.00,4/22/2024 11:03:00 PM,27.60,35.30
446,4/23/2024 12:14:00 AM,26.30,36.70,4/23/2024 12:27:00 AM,26.80,35.80,4/23/2024 12:25:00 AM,26.70,36.00,4/23/2024 12:03:00 AM,26.60,35.00
447,4/23/2024 1:14:00 AM,25.80,37.30,4/23/2024 1:27:00 AM,26.20,36.60,4/23/2024 1:25:00 AM,26.10,37.20,4/23/2024 1:03:00 AM,26.70,36.00
448,4/23/2024 2:14:00 AM,24.70,42.00,4/23/2024 2:27:00 AM,26.10,39.30,4/23/2024 2:25:00 AM,25.60,41.50,4/23/2024 2:03:00 AM,26.20,38.40
449,4/23/2024 3:14:00 AM,24.80,47.10,4/23/2024 3:27:00 AM,25.90,43.80,4/23/2024 3:25:00 AM,25.70,45.60,4/23/2024 3:03:00 AM,25.70,43.80
450,4/23/2024 4:14:00 AM,25.80,44.10,4/23/2024 4:27:00 AM,26.40,43.20,4/23/2024 4:25:00 AM,26.20,43.90,4/23/2024 4:03:00 AM,25.90,43.70
451,4/23/2024 5:14:00 AM,25.80,45.30,4/23/2024 5:27:00 AM,26.40,44.70,4/23/2024 5:25:00 AM,26.40,44.50,4/23/2024 5:03:00 AM,26.50,42.90
452,4/23/2024 6:14:00 AM,25.90,54.80,4/23/2024 6:27:00 AM,27.40,49.70,4/23/2024 6:25:00 AM,26.70,51.20,4/23/2024 6:03:00 AM,27.30,44.70
453,4/23/2024 7:14:00 AM,31.20,43.30,4/23/2024 7:27:00 AM,29.80,47.40,4/23/2024 7:25:00 AM,28.70,48.70,4/23/2024 7:03:00 AM,29.30,43.90
454,4/23/2024 8:14:00 AM,38.50,32.10,4/23/2024 8:27:00 AM,43.10,25.70,4/23/2024 8:25:00 AM,31.70,43.60,4/23/2024 8:03:00 AM,33.00,39.50
455,4/23/2024 9:14:00 AM,41.20,23.40,4/23/2024 9:27:00 AM,41.90,24.80,4/23/2024 9:25:00 AM,33.20,36.80,4/23/2024 9:03:00 AM,34.30,33.20
456,4/23/2024 10:14:00 AM,50.10,15.40,4/23/2024 10:27:00 AM,47.40,17.90,4/23/2024 10:25:00 AM,35.60,28.50,4/23/2024 10:03:00 AM,35.50,28.10
457,4/23/2024 11:14:00 AM,49.00,11.80,4/23/2024 11:27:00 AM,39.30,19.00,4/23/2024 11:25:00 AM,36.20,23.70,4/23/2024 11:03:00 AM,37.20,22.40
458,4/23/2024 12:14:00 PM,46.90,14.50,4/23/2024 12:27:00 PM,39.10,22.50,4/23/2024 12:25:00 PM,41.40,20.40,4/23/2024 12:03:00 PM,38.10,22.30
459,4/23/2024 1:14:00 PM,41.40,16.10,4/23/2024 1:27:00 PM,40.70,19.30,4/23/2024 1:25:00 PM,46.70,14.90,4/23/2024 1:03:00 PM,40.60,19.20
460,4/23/2024 2:14:00 PM,41.10,16.40,4/23/2024 2:27:00 PM,41.70,18.00,4/23/2024 2:25:00 PM,49.10,12.90,4/23/2024 2:03:00 PM,43.10,15.40
461,4/23/2024 3:14:00 PM,40.50,16.80,4/23/2024 3:27:00 PM,41.90,16.70,4/23/2024 3:25:00 PM,51.70,9.80,4/23/2024 3:03:00 PM,51.40,12.00
462,4/23/2024 4:14:00 PM,38.90,15.90,4/23/2024 4:27:00 PM,40.60,16.40,4/23/2024 4:25:00 PM,43.50,13.20,4/23/2024 4:03:00 PM,53.70,8.50
463,4/23/2024 5:14:00 PM,36.20,25.80,4/23/2024 5:27:00 PM,36.40,28.90,4/23/2024 5:25:00 PM,35.40,32.00,4/23/2024 5:03:00 PM,44.50,15.90
464,4/23/2024 6:14:00 PM,30.80,46.40,4/23/2024 6:27:00 PM,30.80,44.70,4/23/2024 6:25:00 PM,30.50,48.70,4/23/2024 6:03:00 PM,34.40,38.10
465,4/23/2024 7:14:00 PM,27.70,57.60,4/23/2024 7:27:00 PM,28.00,55.80,4/23/2024 7:25:00 PM,28.30,60.10,4/23/2024 7:03:00 PM,29.40,53.80
466,4/23/2024 8:14:00 PM,26.30,66.10,4/23/2024 8:27:00 PM,26.70,68.60,4/23/2024 8:25:00 PM,27.10,74.90,4/23/2024 8:03:00 PM,28.00,63.60
467,4/23/2024 9:14:00 PM,25.10,75.60,4/23/2024 9:27:00 PM,25.80,69.50,4/23/2024 9:25:00 PM,26.20,77.80,4/23/2024 9:03:00 PM,26.70,75.70
468,4/23/2024 10:14:00 PM,24.70,76.30,4/23/2024 10:27:00 PM,25.50,72.30,4/23/2024 10:25:00 PM,25.90,79.40,4/23/2024 10:03:00 PM,26.20,74.70
469,4/23/2024 11:14:00 PM,24.50,76.20,4/23/2024 11:27:00 PM,25.00,71.60,4/23/2024 11:25:00 PM,25.60,78.10,4/23/2024 11:03:00 PM,25.80,74.80
470,4/24/2024 12:14:00 AM,23.90,77.90,4/24/2024 12:27:00 AM,24.60,71.70,4/24/2024 12:25:00 AM,25.20,76.60,4/24/2024 12:03:00 AM,25.10,76.10
471,4/24/2024 1:14:00 AM,23.90,78.80,4/24/2024 1:27:00 AM,24.50,74.30,4/24/2024 1:25:00 AM,24.90,76.50,4/24/2024 1:03:00 AM,25.00,76.50
472,4/24/2024 2:14:00 AM,23.60,88.70,4/24/2024 2:27:00 AM,23.90,80.80,4/24/2024 2:25:00 AM,24.30,83.90,4/24/2024 2:03:00 AM,24.30,83.40
473,4/24/2024 3:14:00 AM,22.80,89.20,4/24/2024 3:27:00 AM,23.10,83.30,4/24/2024 3:25:00 AM,23.50,87.40,4/24/2024 3:03:00 AM,23.50,86.00
474,4/24/2024 4:14:00 AM,22.50,93.20,4/24/2024 4:27:00 AM,22.70,86.20,4/24/2024 4:25:00 AM,23.10,88.60,4/24/2024 4:03:00 AM,22.80,88.60
475,4/24/2024 5:14:00 AM,22.10,92.00,4/24/2024 5:27:00 AM,22.30,86.40,4/24/2024 5:25:00 AM,22.80,87.80,4/24/2024 5:03:00 AM,22.30,89.50
476,4/24/2024 6:14:00 AM,22.40,88.60,4/24/2024 6:27:00 AM,23.40,82.60,4/24/2024 6:25:00 AM,23.00,85.50,4/24/2024 6:03:00 AM,22.20,88.40
477,4/24/2024 7:14:00 AM,26.20,71.00,4/24/2024 7:27:00 AM,26.60,70.30,4/24/2024 7:25:00 AM,25.10,75.40,4/24/2024 7:03:00 AM,25.60,73.40
478,4/24/2024 8:14:00 AM,39.20,35.10,4/24/2024 8:27:00 AM,43.70,34.60,4/24/2024 8:25:00 AM,27.30,65.80,4/24/2024 8:03:00 AM,32.70,50.20
479,4/24/2024 9:14:00 AM,44.60,26.40,4/24/2024 9:27:00 AM,46.00,25.20,4/24/2024 9:25:00 AM,29.90,56.40,4/24/2024 9:03:00 AM,29.10,55.90
480,4/24/2024 10:14:00 AM,46.50,23.20,4/24/2024 10:27:00 AM,44.70,26.20,4/24/2024 10:25:00 AM,31.40,50.70,4/24/2024 10:03:00 AM,30.60,50.20
481,4/24/2024 11:14:00 AM,47.80,17.10,4/24/2024 11:27:00 AM,35.20,28.60,4/24/2024 11:25:00 AM,30.60,36.00,4/24/2024 11:03:00 AM,30.50,37.40
482,4/24/2024 12:14:00 PM,46.50,14.70,4/24/2024 12:27:00 PM,34.60,28.00,4/24/2024 12:25:00 PM,34.80,26.50,4/24/2024 12:03:00 PM,31.20,32.60
483,4/24/2024 1:14:00 PM,36.30,23.30,4/24/2024 1:27:00 PM,35.00,25.50,4/24/2024 1:25:00 PM,38.70,21.50,4/24/2024 1:03:00 PM,32.50,28.10
484,4/24/2024 2:14:00 PM,34.80,21.60,4/24/2024 2:27:00 PM,35.70,25.40,4/24/2024 2:25:00 PM,41.50,18.90,4/24/2024 2:03:00 PM,33.70,25.80
485,4/24/2024 3:14:00 PM,34.00,24.30,4/24/2024 3:27:00 PM,35.60,25.30,4/24/2024 3:25:00 PM,43.90,16.80,4/24/2024 3:03:00 PM,41.70,16.30
486,4/24/2024 4:14:00 PM,32.30,34.50,4/24/2024 4:27:00 PM,33.80,32.20,4/24/2024 4:25:00 PM,34.40,31.50,4/24/2024 4:03:00 PM,40.20,25.70
487,4/24/2024 5:14:00 PM,30.90,34.20,4/24/2024 5:27:00 PM,32.80,32.00,4/24/2024 5:25:00 PM,31.60,34.10,4/24/2024 5:03:00 PM,41.70,22.00
488,4/24/2024 6:14:00 PM,28.10,39.40,4/24/2024 6:27:00 PM,28.80,40.50,4/24/2024 6:25:00 PM,29.00,41.60,4/24/2024 6:03:00 PM,34.60,28.40
489,4/24/2024 7:14:00 PM,25.50,51.30,4/24/2024 7:27:00 PM,26.20,46.10,4/24/2024 7:25:00 PM,27.00,47.10,4/24/2024 7:03:00 PM,27.60,45.80
490,4/24/2024 8:14:00 PM,24.90,52.50,4/24/2024 8:27:00 PM,25.50,50.20,4/24/2024 8:25:00 PM,26.50,53.30,4/24/2024 8:03:00 PM,26.50,49.40
491,4/24/2024 9:14:00 PM,24.50,55.10,4/24/2024 9:27:00 PM,24.90,52.50,4/24/2024 9:25:00 PM,25.40,52.50,4/24/2024 9:03:00 PM,25.40,52.70
492,4/24/2024 10:14:00 PM,23.90,58.10,4/24/2024 10:27:00 PM,24.20,55.40,4/24/2024 10:25:00 PM,25.10,54.90,4/24/2024 10:03:00 PM,24.50,55.60
493,4/24/2024 11:14:00 PM,23.50,59.40,4/24/2024 11:27:00 PM,23.80,56.70,4/24/2024 11:25:00 PM,24.50,57.40,4/24/2024 11:03:00 PM,23.60,57.90
494,4/25/2024 12:14:00 AM,22.80,59.60,4/25/2024 12:27:00 AM,22.90,58.60,4/25/2024 12:25:00 AM,23.70,56.50,4/25/2024 12:03:00 AM,23.30,59.80
495,4/25/2024 1:14:00 AM,22.30,55.40,4/25/2024 1:27:00 AM,22.50,55.90,4/25/2024 1:25:00 AM,23.30,54.10,4/25/2024 1:03:00 AM,22.20,56.30
496,4/25/2024 2:14:00 AM,21.80,57.40,4/25/2024 2:27:00 AM,22.10,55.50,4/25/2024 2:25:00 AM,22.60,54.10,4/25/2024 2:03:00 AM,21.90,59.20
497,4/25/2024 3:14:00 AM,21.90,50.50,4/25/2024 3:27:00 AM,21.90,52.40,4/25/2024 3:25:00 AM,22.70,49.60,4/25/2024 3:03:00 AM,21.30,54.60
498,4/25/2024 4:14:00 AM,21.80,44.70,4/25/2024 4:27:00 AM,22.10,46.50,4/25/2024 4:25:00 AM,22.70,44.40,4/25/2024 4:03:00 AM,21.20,49.80
499,4/25/2024 5:14:00 AM,21.60,42.30,4/25/2024 5:27:00 AM,21.90,43.50,4/25/2024 5:25:00 AM,22.70,39.20,4/25/2024 5:03:00 AM,21.10,43.10
500,4/25/2024 6:14:00 AM,21.60,39.50,4/25/2024 6:27:00 AM,22.80,41.60,4/25/2024 6:25:00 AM,22.70,39.50,4/25/2024 6:03:00 AM,21.10,42.70
501,4/25/2024 7:14:00 AM,26.60,33.20,4/25/2024 7:27:00 AM,26.50,37.40,4/25/2024 7:25:00 AM,26.40,34.90,4/25/2024 7:03:00 AM,25.30,36.90
502,4/25/2024 8:14:00 AM,43.20,14.50,4/25/2024 8:27:00 AM,47.90,17.90,4/25/2024 8:25:00 AM,29.50,27.10,4/25/2024 8:03:00 AM,34.40,20.90
503,4/25/2024 9:14:00 AM,50.60,9.60,4/25/2024 9:27:00 AM,49.30,13.10,4/25/2024 9:25:00 AM,33.10,21.30,4/25/2024 9:03:00 AM,31.10,22.70
504,4/25/2024 10:14:00 AM,50.00,10.40,4/25/2024 10:27:00 AM,43.50,12.90,4/25/2024 10:25:00 AM,32.70,20.80,4/25/2024 10:03:00 AM,31.10,23.50
505,4/25/2024 11:14:00 AM,48.40,11.60,4/25/2024 11:27:00 AM,35.30,18.80,4/25/2024 11:25:00 AM,33.30,22.70,4/25/2024 11:03:00 AM,32.10,24.60
506,4/25/2024 12:14:00 PM,46.80,12.80,4/25/2024 12:27:00 PM,34.50,23.60,4/25/2024 12:25:00 PM,37.60,20.80,4/25/2024 12:03:00 PM,33.20,22.70
507,4/25/2024 1:14:00 PM,37.20,17.60,4/25/2024 1:27:00 PM,34.90,19.60,4/25/2024 1:25:00 PM,42.80,14.20,4/25/2024 1:03:00 PM,33.90,21.10
508,4/25/2024 2:14:00 PM,35.90,18.50,4/25/2024 2:27:00 PM,35.60,18.50,4/25/2024 2:25:00 PM,45.90,11.40,4/25/2024 2:03:00 PM,35.00,18.60
509,4/25/2024 3:14:00 PM,34.90,18.10,4/25/2024 3:27:00 PM,35.80,17.80,4/25/2024 3:25:00 PM,48.10,9.90,4/25/2024 3:03:00 PM,42.50,12.20
510,4/25/2024 4:14:00 PM,33.60,21.20,4/25/2024 4:27:00 PM,35.20,19.40,4/25/2024 4:25:00 PM,39.40,15.80,4/25/2024 4:03:00 PM,45.00,12.10
511,4/25/2024 5:14:00 PM,32.00,18.20,4/25/2024 5:27:00 PM,33.90,16.60,4/25/2024 5:25:00 PM,33.20,16.60,4/25/2024 5:03:00 PM,46.00,10.40
512,4/25/2024 6:14:00 PM,29.70,19.30,4/25/2024 6:27:00 PM,31.00,18.30,4/25/2024 6:25:00 PM,30.50,18.20,4/25/2024 6:03:00 PM,40.00,11.20
513,4/25/2024 7:14:00 PM,27.10,24.70,4/25/2024 7:27:00 PM,28.20,23.50,4/25/2024 7:25:00 PM,27.80,23.00,4/25/2024 7:03:00 PM,30.00,19.90
514,4/25/2024 8:14:00 PM,26.00,25.60,4/25/2024 8:27:00 PM,27.00,24.30,4/25/2024 8:25:00 PM,26.80,26.10,4/25/2024 8:03:00 PM,27.60,23.00
515,4/25/2024 9:14:00 PM,25.60,28.20,4/25/2024 9:27:00 PM,26.50,26.80,4/25/2024 9:25:00 PM,26.10,28.10,4/25/2024 9:03:00 PM,27.20,25.20
516,4/25/2024 10:14:00 PM,24.80,28.00,4/25/2024 10:27:00 PM,26.00,26.60,4/25/2024 10:25:00 PM,25.60,28.70,4/25/2024 10:03:00 PM,25.90,26.80
517,4/25/2024 11:14:00 PM,24.40,30.00,4/25/2024 11:27:00 PM,25.30,27.20,4/25/2024 11:25:00 PM,24.80,29.10,4/25/2024 11:03:00 PM,25.30,28.10
518,4/26/2024 12:14:00 AM,23.70,31.80,4/26/2024 12:27:00 AM,24.40,31.50,4/26/2024 12:25:00 AM,24.50,31.00,4/26/2024 12:03:00 AM,24.40,29.20
519,4/26/2024 1:14:00 AM,22.80,36.30,4/26/2024 1:27:00 AM,24.00,33.70,4/26/2024 1:25:00 AM,24.30,34.30,4/26/2024 1:03:00 AM,23.50,33.40
520,4/26/2024 2:14:00 AM,22.30,39.70,4/26/2024 2:27:00 AM,24.00,35.10,4/26/2024 2:25:00 AM,23.80,35.90,4/26/2024 2:03:00 AM,23.60,36.60
521,4/26/2024 3:14:00 AM,22.30,41.20,4/26/2024 3:27:00 AM,23.70,38.20,4/26/2024 3:25:00 AM,23.30,39.10,4/26/2024 3:03:00 AM,23.40,37.60
